Year,Date,Subregion,Habitat,SiteID,Site_name,StationID,Surveyed_all_years,points,Cyanobacteria,Macroalgae,Octocoral,Others,Porifera,Seagrass,Stony_coral,Substrate,Unknown,Urchins,Zoanthidea
1996,9/10/1996,LK,P,36,West Washer Women,364,N,518,,0.0039,0.3050,0.0000,0.0386,0.0000,0.2896,0.3629,,0.0000,0.0000
1996,6/7/1996,LK,P,37,Western Head,371,N,507,,0.0020,0.0000,0.0020,0.0966,0.0000,0.2978,0.6016,,0.0000,0.0000
1996,6/7/1996,LK,P,37,Western Head,372,Y,498,,0.0663,0.0000,0.0000,0.0703,0.0000,0.2329,0.6305,,0.0000,0.0000
1996,6/7/1996,LK,P,37,Western Head,373,Y,442,,0.0023,0.0000,0.0000,0.0837,0.0000,0.3326,0.5814,,0.0000,0.0000
1996,6/7/1996,LK,P,37,Western Head,374,Y,590,,0.0119,0.0051,0.0000,0.0492,0.0000,0.2441,0.6898,,0.0000,0.0000
1996,6/7/1996,LK,P,38,Cliff Green,381,N,521,,0.4434,0.2591,0.0000,0.0345,0.0000,0.2572,0.0000,,0.0000,0.0058
1996,6/7/1996,LK,P,38,Cliff Green,382,N,514,,0.0156,0.2879,0.0000,0.1848,0.0000,0.1887,0.3230,,0.0000,0.0000
1996,6/8/1996,LK,P,38,Cliff Green,383,Y,498,,0.0000,0.3012,0.0000,0.0803,0.0000,0.1727,0.4458,,0.0000,0.0000
1996,6/8/1996,LK,P,38,Cliff Green,384,Y,543,,0.0166,0.2228,0.0000,0.0884,0.0000,0.2007,0.4715,,0.0000,0.0000
1996,6/13/1996,LK,BCP,39,Smith Shoal,391,N,495,,0.0222,0.0242,0.0000,0.0283,0.0000,0.2040,0.7212,,0.0000,0.0000
1996,6/13/1996,LK,BCP,39,Smith Shoal,392,Y,564,,0.0532,0.0089,0.0000,0.0266,0.0000,0.1099,0.8014,,0.0000,0.0000
1996,6/13/1996,LK,BCP,39,Smith Shoal,393,Y,550,,0.0418,0.0255,0.0000,0.0436,0.0000,0.0636,0.8255,,0.0000,0.0000
1996,6/13/1996,LK,BCP,39,Smith Shoal,394,Y,539,,0.0557,0.0111,0.0000,0.0241,0.0000,0.2968,0.6122,,0.0000,0.0000
1996,9/11/1996,LK,P,40,Jaap Reef,401,Y,537,,0.1266,0.0000,0.0000,0.0000,0.0000,0.3557,0.5177,,0.0000,0.0000
1996,9/11/1996,LK,P,40,Jaap Reef,402,Y,605,,0.1785,0.0248,0.0000,0.0017,0.0000,0.4479,0.3471,,0.0000,0.0000
1996,9/11/1996,LK,P,40,Jaap Reef,403,N,539,,0.1187,0.0167,0.0000,0.0074,0.0000,0.4082,0.4490,,0.0000,0.0000
1996,9/11/1996,LK,P,40,Jaap Reef,404,Y,559,,0.1896,0.0054,0.0000,0.0089,0.0000,0.2182,0.5778,,0.0000,0.0000
1996,7/22/1996,UK,OS,50,Carysfort Shallow,501,Y,538,,0.0074,0.0242,0.0000,0.0000,0.0000,0.2100,0.7565,,0.0000,0.0019
1996,7/22/1996,UK,OS,50,Carysfort Shallow,502,Y,507,,0.0099,0.0000,0.0000,0.0000,0.0000,0.0493,0.9132,,0.0000,0.0276
1996,7/20/1996,UK,OS,50,Carysfort Shallow,503,Y,575,,0.1617,0.1913,0.0000,0.0052,0.0000,0.0557,0.5600,,0.0000,0.0261
1996,7/20/1996,UK,OS,50,Carysfort Shallow,504,N,518,,0.1467,0.0541,0.0000,0.0097,0.0000,0.0753,0.6795,,0.0000,0.0347
1996,7/22/1996,UK,OS,51,Grecian Rocks,511,Y,584,,0.0103,0.0120,0.0000,0.0000,0.0000,0.3767,0.6010,,0.0000,0.0000
1996,7/22/1996,UK,OS,51,Grecian Rocks,512,Y,496,,0.0060,0.0202,0.0000,0.0020,0.0000,0.0827,0.8891,,0.0000,0.0000
1996,7/19/1996,UK,OS,51,Grecian Rocks,513,Y,536,,0.0765,0.1082,0.0000,0.0354,0.0000,0.1157,0.6586,,0.0000,0.0056
1996,7/19/1996,UK,OS,51,Grecian Rocks,514,Y,625,,0.0656,0.2848,0.0000,0.0112,0.0000,0.0512,0.5424,,0.0000,0.0448
1996,7/18/1996,UK,OS,52,Molasses Shallow,521,Y,449,,0.0178,0.1336,0.0000,0.0022,0.0000,0.0869,0.6904,,0.0000,0.0690
1996,7/18/1996,UK,OS,52,Molasses Shallow,522,Y,590,,0.0966,0.0220,0.0000,0.0220,0.0000,0.1763,0.6678,,0.0000,0.0153
1996,7/18/1996,UK,OS,52,Molasses Shallow,523,Y,579,,0.1658,0.0501,0.0000,0.0035,0.0000,0.0691,0.7116,,0.0000,0.0000
1996,7/23/1996,UK,OS,52,Molasses Shallow,524,N,470,,0.0021,0.0915,0.0000,0.0064,0.0000,0.0787,0.8213,,0.0000,0.0000
1996,8/14/1996,UK,OS,53,Conch Shallow,531,Y,491,,0.0224,0.0815,0.0000,0.0143,0.0000,0.0387,0.8432,,0.0000,0.0000
1996,8/14/1996,UK,OS,53,Conch Shallow,532,N,493,,0.0304,0.0365,0.0000,0.0325,0.0000,0.0101,0.8621,,0.0000,0.0284
1996,8/14/1996,UK,OS,53,Conch Shallow,533,Y,481,,0.2391,0.1227,0.0000,0.0728,0.0000,0.0270,0.5322,,0.0000,0.0062
1996,8/14/1996,UK,OS,53,Conch Shallow,534,Y,588,,0.2415,0.0731,0.0000,0.0272,0.0000,0.2007,0.4524,,0.0000,0.0051
1996,8/13/1996,MK,OS,54,Alligator Shallow,541,Y,479,,0.2902,0.1649,0.0000,0.0021,0.0000,0.0146,0.5282,,0.0000,0.0000
1996,8/13/1996,MK,OS,54,Alligator Shallow,542,Y,580,,0.3138,0.1466,0.0000,0.0552,0.0000,0.0310,0.4517,,0.0000,0.0017
1996,8/13/1996,MK,OS,54,Alligator Shallow,543,Y,579,,0.1917,0.0933,0.0000,0.1451,0.0000,0.0190,0.5268,,0.0000,0.0242
1996,8/13/1996,MK,OS,54,Alligator Shallow,544,N,520,,0.0058,0.1885,0.0000,0.0000,0.0000,0.0154,0.7904,,0.0000,0.0000
1996,8/16/1996,MK,OS,55,Tennessee Shallow,551,N,600,,0.0250,0.2067,0.0000,0.0283,0.0000,0.0200,0.7067,,0.0000,0.0133
1996,8/16/1996,MK,OS,55,Tennessee Shallow,552,Y,510,,0.0549,0.3078,0.0000,0.0157,0.0000,0.0294,0.5882,,0.0000,0.0039
1996,8/16/1996,MK,OS,55,Tennessee Shallow,553,Y,600,,0.0317,0.2417,0.0000,0.0150,0.0000,0.0383,0.6700,,0.0000,0.0033
1996,8/16/1996,MK,OS,55,Tennessee Shallow,554,Y,580,,0.0569,0.2241,0.0000,0.0431,0.0000,0.0345,0.6293,,0.0000,0.0121
1996,9/9/1996,MK,OS,56,Sombrero Shallow,561,Y,527,,0.0474,0.1044,0.0000,0.0057,0.0000,0.2087,0.5693,,0.0000,0.0645
1996,9/9/1996,MK,OS,56,Sombrero Shallow,562,Y,646,,0.0511,0.0882,0.0000,0.0248,0.0000,0.0170,0.5991,,0.0000,0.2198
1996,9/9/1996,MK,OS,56,Sombrero Shallow,563,Y,557,,0.0287,0.1544,0.0000,0.0072,0.0000,0.0772,0.6373,,0.0000,0.0952
1996,9/9/1996,MK,OS,56,Sombrero Shallow,564,Y,633,,0.0379,0.0411,0.0000,0.0063,0.0000,0.1643,0.6177,,0.0000,0.1327
1996,9/12/1996,LK,OS,57,Looe Key Shallow,571,N,620,,0.0323,0.1468,0.0000,0.0242,0.0000,0.1758,0.5774,,0.0000,0.0435
1996,9/12/1996,LK,OS,57,Looe Key Shallow,572,Y,600,,0.0617,0.0633,0.0000,0.0133,0.0000,0.1633,0.6117,,0.0000,0.0867
1996,9/12/1996,LK,OS,57,Looe Key Shallow,573,Y,556,,0.0504,0.1349,0.0000,0.0054,0.0000,0.0540,0.7068,,0.0000,0.0486
1996,9/12/1996,LK,OS,57,Looe Key Shallow,574,Y,825,,0.1067,0.0315,0.0000,0.0497,0.0000,0.3818,0.4194,,0.0000,0.0109
1996,6/12/1996,LK,OS,58,Eastern Sambo Shallow,581,N,579,,0.0691,0.0017,0.0000,0.0207,0.0000,0.1347,0.6960,,0.0000,0.0777
1996,6/12/1996,LK,OS,58,Eastern Sambo Shallow,582,Y,520,,0.1288,0.0135,0.0000,0.0058,0.0000,0.2058,0.5846,,0.0000,0.0615
1996,6/12/1996,LK,OS,58,Eastern Sambo Shallow,583,Y,479,,0.0877,0.0000,0.0000,0.0021,0.0021,0.1649,0.5866,,0.0000,0.1566
1996,6/12/1996,LK,OS,58,Eastern Sambo Shallow,584,Y,498,,0.1024,0.0241,0.0000,0.0100,0.0000,0.1747,0.6064,,0.0000,0.0823
1996,6/11/1996,LK,OS,59,Western Sambo Shallow,591,Y,445,,0.0449,0.0247,0.0000,0.0000,0.0000,0.2000,0.6697,,0.0000,0.0607
1996,6/11/1996,LK,OS,59,Western Sambo Shallow,592,Y,477,,0.0545,0.0189,0.0000,0.0105,0.0000,0.2432,0.6709,,0.0000,0.0021
1996,6/11/1996,LK,OS,59,Western Sambo Shallow,593,N,577,,0.0347,0.0208,0.0000,0.0017,0.0000,0.2080,0.7192,,0.0000,0.0156
1996,6/12/1996,LK,OS,59,Western Sambo Shallow,594,Y,595,,0.0521,0.0151,0.0000,0.0151,0.0000,0.2118,0.5916,,0.0000,0.1143
1996,6/6/1996,LK,OS,60,Rock Key Shallow,601,Y,568,,0.0088,0.0229,0.0000,0.0018,0.0000,0.0915,0.8099,,0.0000,0.0651
1996,6/6/1996,LK,OS,60,Rock Key Shallow,602,Y,616,,0.0097,0.0146,0.0000,0.0065,0.0000,0.0747,0.8831,,0.0000,0.0114
1996,6/6/1996,LK,OS,60,Rock Key Shallow,603,Y,462,,0.0390,0.0628,0.0000,0.0065,0.0000,0.1775,0.6861,,0.0000,0.0281
1996,6/6/1996,LK,OS,60,Rock Key Shallow,604,Y,542,,0.0129,0.0055,0.0000,0.0240,0.0037,0.1624,0.7196,,0.0000,0.0720
1996,6/4/1996,LK,OS,61,Sand Key Shallow,611,N,527,,0.0038,0.0380,0.0000,0.0000,0.0000,0.1082,0.8463,,0.0000,0.0038
1996,6/5/1996,LK,OS,61,Sand Key Shallow,612,Y,603,,0.0199,0.0182,0.0000,0.0000,0.0000,0.1940,0.7678,,0.0000,0.0000
1996,6/5/1996,LK,OS,61,Sand Key Shallow,613,Y,595,,0.0034,0.0185,0.0000,0.0118,0.0000,0.1529,0.8067,,0.0000,0.0067
1996,6/5/1996,LK,OS,61,Sand Key Shallow,614,Y,528,,0.0303,0.0436,0.0000,0.0076,0.0000,0.0928,0.8125,,0.0000,0.0133
1996,7/24/1996,UK,OD,70,Carysfort Deep,701,Y,496,,0.3286,0.0726,0.0000,0.0484,0.0000,0.0706,0.4798,,0.0000,0.0000
1996,7/24/1996,UK,OD,70,Carysfort Deep,702,Y,600,,0.1750,0.0517,0.0000,0.0650,0.0000,0.1150,0.5933,,0.0000,0.0000
1996,7/20/1996,UK,OD,70,Carysfort Deep,703,N,471,,0.0849,0.0786,0.0000,0.0149,0.0000,0.1338,0.6709,,0.0000,0.0170
1996,7/20/1996,UK,OD,70,Carysfort Deep,704,N,559,,0.1038,0.0984,0.0000,0.0233,0.0000,0.1306,0.6422,,0.0000,0.0018
1996,7/16/1996,UK,OD,72,Molasses Deep,721,Y,590,,0.1237,0.1780,0.0000,0.0695,0.0000,0.0441,0.5847,,0.0000,0.0000
1996,7/16/1996,UK,OD,72,Molasses Deep,722,Y,543,,0.1068,0.1713,0.0000,0.0847,0.0000,0.0221,0.6151,,0.0000,0.0000
1996,7/18/1996,UK,OD,72,Molasses Deep,723,N,496,,0.0202,0.1794,0.0000,0.1149,0.0000,0.0202,0.6653,,0.0000,0.0000
1996,7/18/1996,UK,OD,72,Molasses Deep,724,N,594,,0.0539,0.1599,0.0000,0.3013,0.0000,0.0152,0.4680,,0.0000,0.0017
1996,10/10/1996,UK,OD,73,Conch Deep,731,N,600,,0.0567,0.0733,0.0000,0.0367,0.0000,0.0467,0.7867,,0.0000,0.0000
1996,10/10/1996,UK,OD,73,Conch Deep,732,N,702,,0.0228,0.0598,0.0000,0.0783,0.0000,0.0840,0.7550,,0.0000,0.0000
1996,10/10/1996,UK,OD,73,Conch Deep,733,Y,814,,0.0651,0.0700,0.0000,0.0541,0.0000,0.0602,0.7506,,0.0000,0.0000
1996,10/10/1996,UK,OD,73,Conch Deep,734,Y,621,,0.0290,0.0966,0.0000,0.0580,0.0000,0.0386,0.7778,,0.0000,0.0000
1996,8/13/1996,MK,OD,74,Alligator Deep,741,N,592,,0.0034,0.1824,0.0000,0.0321,0.0000,0.0439,0.7382,,0.0000,0.0000
1996,8/13/1996,MK,OD,74,Alligator Deep,742,N,483,,0.0518,0.1636,0.0000,0.0393,0.0000,0.0104,0.7350,,0.0000,0.0000
1996,8/15/1996,MK,OD,74,Alligator Deep,743,Y,614,,0.0212,0.1775,0.0000,0.0114,0.0000,0.0261,0.7638,,0.0000,0.0000
1996,8/15/1996,MK,OD,74,Alligator Deep,744,Y,597,,0.0000,0.1390,0.0000,0.0318,0.0000,0.0184,0.8107,,0.0000,0.0000
1996,10/25/1996,MK,OD,75,Tennessee Deep,751,N,488,,0.0102,0.1434,0.0000,0.0553,0.0000,0.1066,0.6844,,0.0000,0.0000
1996,10/25/1996,MK,OD,75,Tennessee Deep,752,Y,583,,0.0257,0.1046,0.0000,0.0429,0.0000,0.0463,0.7804,,0.0000,0.0000
1996,10/25/1996,MK,OD,75,Tennessee Deep,753,Y,638,,0.0784,0.0815,0.0000,0.0846,0.0000,0.0846,0.6708,,0.0000,0.0000
1996,10/25/1996,MK,OD,75,Tennessee Deep,754,N,556,,0.0719,0.2626,0.0000,0.0414,0.0000,0.0468,0.5773,,0.0000,0.0000
1996,10/26/1996,MK,OD,76,Sombrero Deep,761,N,534,,0.0318,0.0974,0.0000,0.0431,0.0000,0.0281,0.7996,,0.0000,0.0000
1996,10/26/1996,MK,OD,76,Sombrero Deep,762,N,552,,0.0091,0.1522,0.0000,0.0471,0.0000,0.0236,0.7627,,0.0000,0.0054
1996,10/26/1996,MK,OD,76,Sombrero Deep,763,Y,589,,0.0968,0.0849,0.0000,0.0509,0.0000,0.0340,0.6995,,0.0000,0.0340
1996,10/26/1996,MK,OD,76,Sombrero Deep,764,Y,505,,0.0475,0.1366,0.0000,0.0238,0.0000,0.0475,0.7426,,0.0000,0.0020
1996,8/21/1996,LK,OD,77,Looe Key Deep,771,Y,900,,0.0800,0.1478,0.0000,0.0578,0.0000,0.0989,0.6156,,0.0000,0.0000
1996,8/21/1996,LK,OD,77,Looe Key Deep,772,Y,590,,0.3373,0.1339,0.0000,0.0508,0.0000,0.0610,0.4153,,0.0000,0.0017
1996,8/22/1996,LK,OD,77,Looe Key Deep,773,Y,600,,0.0800,0.1750,0.0000,0.0217,0.0000,0.0533,0.6533,,0.0000,0.0167
1996,8/22/1996,LK,OD,77,Looe Key Deep,774,N,596,,0.0520,0.1711,0.0000,0.0285,0.0000,0.0705,0.6779,,0.0000,0.0000
1996,6/11/1996,LK,OD,78,Eastern Sambo Deep,781,N,600,,0.1467,0.0900,0.0000,0.0317,0.0000,0.1017,0.6300,,0.0000,0.0000
1996,6/11/1996,LK,OD,78,Eastern Sambo Deep,782,Y,604,,0.0828,0.0894,0.0000,0.0182,0.0000,0.1325,0.6772,,0.0000,0.0000
1996,6/12/1996,LK,OD,78,Eastern Sambo Deep,783,Y,513,,0.0234,0.1170,0.0000,0.0663,0.0000,0.0448,0.7485,,0.0000,0.0000
1996,6/12/1996,LK,OD,78,Eastern Sambo Deep,784,Y,596,,0.0537,0.0554,0.0000,0.0872,0.0000,0.1158,0.6879,,0.0000,0.0000
1996,6/10/1996,LK,OD,79,Western Sambo Deep,791,Y,565,,0.5575,0.1027,0.0000,0.0212,0.0000,0.0743,0.2442,,0.0000,0.0000
1996,6/10/1996,LK,OD,79,Western Sambo Deep,792,Y,507,,0.3274,0.0789,0.0000,0.0355,0.0000,0.0789,0.4793,,0.0000,0.0000
1996,6/10/1996,LK,OD,79,Western Sambo Deep,793,N,639,,0.4867,0.1002,0.0000,0.0125,0.0000,0.0955,0.3052,,0.0000,0.0000
1996,6/10/1996,LK,OD,79,Western Sambo Deep,794,Y,600,,0.5350,0.0400,0.0000,0.0133,0.0000,0.1317,0.2800,,0.0000,0.0000
1996,10/15/1996,LK,OD,80,Rock Key Deep,801,N,500,,0.0220,0.1440,0.0000,0.0300,0.0000,0.0600,0.7360,,0.0000,0.0080
1996,10/15/1996,LK,OD,80,Rock Key Deep,802,N,489,,0.0000,0.1022,0.0000,0.0307,0.0000,0.0757,0.7873,,0.0000,0.0041
1996,10/15/1996,LK,OD,80,Rock Key Deep,803,Y,589,,0.0017,0.1477,0.0000,0.0204,0.0000,0.0221,0.8081,,0.0000,0.0000
1996,10/15/1996,LK,OD,80,Rock Key Deep,804,Y,502,,0.0299,0.1335,0.0000,0.0578,0.0000,0.0458,0.7191,,0.0000,0.0139
1996,10/11/1996,LK,OD,81,Sand Key Deep,811,Y,566,,0.0177,0.0654,0.0000,0.0194,0.0018,0.0972,0.7986,,0.0000,0.0000
1996,10/12/1996,LK,OD,81,Sand Key Deep,812,Y,590,,0.0475,0.1339,0.0000,0.0220,0.0000,0.0593,0.7051,,0.0000,0.0322
1996,10/12/1996,LK,OD,81,Sand Key Deep,813,N,589,,0.0051,0.1121,0.0000,0.0289,0.0000,0.0628,0.7844,,0.0000,0.0068
1996,10/12/1996,LK,OD,81,Sand Key Deep,814,Y,757,,0.0119,0.1480,0.0000,0.0211,0.0000,0.0343,0.7794,,0.0000,0.0053
1997,7/14/1997,UK,HB,10,Rattlesnake,101,N,541,,0.1571,0.0277,0.0000,0.0407,0.0037,0.0092,0.7616,,0.0000,0.0000
1997,7/14/1997,UK,HB,10,Rattlesnake,102,N,596,,0.1510,0.0319,0.0000,0.0218,0.0034,0.0000,0.7919,,0.0000,0.0000
1997,7/14/1997,UK,HB,10,Rattlesnake,103,N,625,,0.1120,0.0320,0.0000,0.0128,0.0064,0.0000,0.8368,,0.0000,0.0000
1997,7/14/1997,UK,HB,10,Rattlesnake,104,N,460,,0.0435,0.0522,0.0000,0.0065,0.0000,0.0000,0.8978,,0.0000,0.0000
1997,7/9/1997,UK,HB,11,El Radabob,111,N,579,,0.1140,0.0190,0.0000,0.0017,0.0984,0.0052,0.7617,,0.0000,0.0000
1997,7/9/1997,UK,HB,11,El Radabob,112,N,562,,0.0605,0.0125,0.0000,0.0089,0.1477,0.0000,0.7705,,0.0000,0.0000
1997,7/9/1997,UK,HB,11,El Radabob,113,N,614,,0.1205,0.0163,0.0000,0.0000,0.1922,0.0016,0.6694,,0.0000,0.0000
1997,7/9/1997,UK,HB,11,El Radabob,114,N,596,,0.1191,0.0034,0.0000,0.0067,0.2886,0.0000,0.5822,,0.0000,0.0000
1997,7/8/1997,UK,HB,12,Dove Key,121,N,333,,0.1742,0.0240,0.0000,0.0090,0.0060,0.0000,0.7868,,0.0000,0.0000
1997,7/8/1997,UK,HB,12,Dove Key,122,N,582,,0.2749,0.0223,0.0000,0.0344,0.0034,0.0017,0.6632,,0.0000,0.0000
1997,7/8/1997,UK,HB,12,Dove Key,123,N,554,,0.2762,0.0289,0.0000,0.0343,0.0072,0.0018,0.6516,,0.0000,0.0000
1997,7/8/1997,UK,HB,12,Dove Key,124,N,581,,0.1910,0.0310,0.0000,0.0103,0.0017,0.0000,0.7659,,0.0000,0.0000
1997,5/8/1997,MK,HB,14,Long Key,141,N,589,,0.0577,0.1494,0.0000,0.0153,0.0017,0.0289,0.7453,,0.0000,0.0017
